`id`,`url`,`name`,`description`,`domain`
14149638,https://api.github.com/repos/BlupoV2/ROBLOX-Vector3-Tweening-Stuff,ROBLOX-Vector3-Tweening-Stuff,
14179437,https://api.github.com/repos/rstats-gsoc/gsoc2015,gsoc2015,
14210902,https://api.github.com/repos/weui/weui,weui,An UI library by WeChat official design team, includes the most useful widgets/modules in mobile web applications.,
14215488,https://api.github.com/repos/claribel5z/Everything-about-garage-door-repairs-perth,Everything-about-garage-door-repairs-perth,Since the year 2000 we happen to be occupied increase our household run and operated small business. We try to deliver the most effective service in Perth and pride ourselves on our reliability and talent to complete jobs inside the agreed time-frame.<br>,
14263163,https://api.github.com/repos/stepover/zzb,zzb,Restful framework base on Scala,Akka,Spary,
14286406,https://api.github.com/repos/markdown-it/markdown-it,markdown-it,Markdown parser, done right. 100% CommonMark support, extensions, syntax plugins & high speed,
14287549,https://api.github.com/repos/saumitrab/php,php,
14310944,https://api.github.com/repos/west040594/particles.js,particles.js,
14328878,https://api.github.com/repos/sorpaas/reread,reread,Hackable Hacker News Reader,
14429281,https://api.github.com/repos/textcreationpartnership/A65633,A65633,
14435272,https://api.github.com/repos/reynhout/chrx,chrx,Chromebook UNIX,
14457963,https://api.github.com/repos/AlchemyCMS/alchemy_cms,alchemy_cms,Alchemy is a powerful, flexible and user centric Rails CMS.,
14466355,https://api.github.com/repos/mmmaojian/git,git,
14486832,https://api.github.com/repos/taniaadmin/isapoultry,isapoultry,
14505051,https://api.github.com/repos/plouc/mozaik,mozaik,
14515342,https://api.github.com/repos/Araq/Nim,Nim,"Nim (formerly known as \""Nimrod\"") is a compiled, garbage-collected systems programming language which has an excellent productivity/performance ratio. Nim's design focuses on efficiency, expressiveness, elegance (in the order of priority).",
14543063,https://api.github.com/repos/vocobox/vocobox,vocobox,Vocobox : Voice Controller for Digital Instruments,
14545279,https://api.github.com/repos/shadowsocks/shadowsocks-libev,shadowsocks-libev,libev port of shadowsocks,
14627410,https://api.github.com/repos/refusebt/RFJModel,RFJModel,RFJModel,
14666817,https://api.github.com/repos/no2key/chromeos-apk,chromeos-apk,Run Android APKs in Chrome OS OR Chrome in OS X, Linux and Windows.,
14682420,https://api.github.com/repos/docker/distribution,distribution,The Docker toolset to pack, ship, store, and deliver content,
14698825,https://api.github.com/repos/dnomak/startup-folder,startup-folder,Startup Folder,
14737226,https://api.github.com/repos/memcached-manager/memcached-manager,memcached-manager,A sinatra memcached-manager that allows you to view status, flush/view keys and so on. Also easily pluggable to a Rails app.,
14756103,https://api.github.com/repos/TimROC/test,test,
14771481,https://api.github.com/repos/select2/select2,select2,Select2 is a jQuery based replacement for select boxes. It supports searching, remote data sets, and infinite scrolling of results.,
14773650,https://api.github.com/repos/Freeyourgadget/Gadgetbridge,Gadgetbridge,
14782669,https://api.github.com/repos/lightningtgc/MProgress.js,MProgress.js,Google m,
14806250,https://api.github.com/repos/tmcw/ownership,ownership,npm owner powertool,
14846150,https://api.github.com/repos/tonylambert/vim-mode,vim-mode,Next generation vim support for atom,
14847736,https://api.github.com/repos/strongloop/loopback-example,loopback-example,The official list of Loopback example apps maintained by StrongLoop.,
14848865,https://api.github.com/repos/mcgraw/dojo-table-performance,dojo-table-performance,Exploring ways to speed up a table,
14880605,https://api.github.com/repos/MichaelTaylor3D/gulp-cordova-bump,gulp-cordova-bump,Bump your Semver in cordova projects,
14897153,https://api.github.com/repos/enigma0x3/Generate-Macro,Generate-Macro,This Powershell script will generate a malicious Microsoft Office document with a specified payload and persistence method.,
14910241,https://api.github.com/repos/xzedx/Hexo-Generator,MyBlogEmulator,hexoŒ_Œ¨¢_ÈÈÙ_ã¾ÏÂŒÏ¡ÈöÇø,
14914675,https://api.github.com/repos/jalcine/uv11,uv11,C++11 wrapper of the libuv.,
14922006,https://api.github.com/repos/Eldorados/plugin.video.trailer.addict,plugin.video.trailer.addict,
14957066,https://api.github.com/repos/igorklopov/enclose,enclose,Compile your node.js project into an executable,
14959628,https://api.github.com/repos/addyosmani/es6-equivalents-in-es5,es6-equivalents-in-es5,WIP - ES6 Equivalents In ES5,
14989257,https://api.github.com/repos/KrauseFx/TSMessages,TSMessages,Easy to use and customizable messages/notifications for iOS ÌÊ la Tweetbot,
14995115,https://api.github.com/repos/aslagle/reactive-table,reactive-table,A reactive table designed for Meteor,
15017277,https://api.github.com/repos/michenriksen/gitrob,gitrob,Reconnaissance tool for GitHub organizations,
15022227,https://api.github.com/repos/dotnet/roslyn,roslyn,"The .NET Compiler Platform (\""Roslyn\"") provides open-source C# and Visual Basic compilers with rich code analysis APIs.",
15080529,https://api.github.com/repos/davityle/ngAndroid,ngAndroid,ngAndroid is bringing the power of angularjs to android,
15082688,https://api.github.com/repos/QAqua/PyScript,PyScript,
15093986,https://api.github.com/repos/tigraniguan/laravelapi,laravelapi,
15125364,https://api.github.com/repos/Yalantis/Pull-to-Refresh.Rentals-iOS,Pull-to-Refresh.Rentals-iOS,This project aims to provide a simple and customizable pull to refresh implementation. Made in Yalantis,
15134766,https://api.github.com/repos/new299/jterm,jterm,
15195328,https://api.github.com/repos/indragiek/CocoaMarkdown,CocoaMarkdown,Markdown parsing and rendering for iOS and OS X,
15205203,https://api.github.com/repos/zdweinberg/280_Project2,280_Project2,..Project2,
15205847,https://api.github.com/repos/iamralpht/slalom,slalom,Declarative touch interactions from linear constraints,
15228302,https://api.github.com/repos/sleepomeno/conkerorrc,conkerorrc,My Conkeror Configuration,
15239162,https://api.github.com/repos/mirrorer/libbpg,libbpg,libbpg (copy of the source code for easy access),
15246185,https://api.github.com/repos/dasdom/BreakOutToRefresh,BreakOutToRefresh,Play BreakOut while loading,
15252261,https://api.github.com/repos/sounak1234/datasciencecoursera,datasciencecoursera,Course work for Coursera project,
15285403,https://api.github.com/repos/naseer/mermaid-webapp,mermaid-webapp,Simple angular webapp allowing for creation of graphs and sequence diagrams on the web Uses [mermaid](ihttps://github.com/knsv/mermaid) and [angularjs](https://angularjs.org/),
15363005,https://api.github.com/repos/barrett777/Heroes.ReplayParser,Heroes.ReplayParser,A C# library for parsing Heroes of the Storm replay files (.StormReplay).  Currently developed and used by HOTSLogs.com.,
15384846,https://api.github.com/repos/wp-plugins/post-display-counter,post-display-counter,WordPress.org Plugin Mirror,
15393494,https://api.github.com/repos/LionelWang/AMScrollingNavbar,AMScrollingNavbar,Scrollable UINavigationBar that follows the scrolling of a UIScrollView,
15417633,https://api.github.com/repos/rahulrj/ChromeOverflowMenu,ChromeOverflowMenu,
15426725,https://api.github.com/repos/samfaks/scaffold-playground-sam,scaffold-playground-sam,
15471020,https://api.github.com/repos/jlmd/UpcomingMoviesMVP,UpcomingMoviesMVP,Implementation of MVP and Material Design using as repository a list of upcoming movies,
15485606,https://api.github.com/repos/five-guys/startup_01,startup_01,
15500909,https://api.github.com/repos/h6ah4i/android-advancedrecyclerview,android-advancedrecyclerview,RecyclerView extension library which provides advanced features. (ex. Google's Inbox app like swiping, Play Music app like drag and drop sorting),
15509641,https://api.github.com/repos/paulirish/git-open,git-open,git command to open the github page/website for the repo,
15525750,https://api.github.com/repos/X140Yu/Developing_iOS_8_Apps_With_Swift,Developing_iOS_8_Apps_With_Swift,Stanford ŒÉÂŒ_Ûø_•_ÎDeveloping iOS 8 Apps with Swift Œ_ÑŒ_¥ÀÈøÔ,
15531805,https://api.github.com/repos/uxyheaven/UXYInjectio,UXYInjectio,UXYInjectio can use Protocol to share data that data has been autosaved.,
15536213,https://api.github.com/repos/garabik/grc,grc,generic colouriser,
15536505,https://api.github.com/repos/jayunit100/SparkStreamingApps,SparkStreamingApps,A spark sbt blueprint to build your own spark apps off of.,
15548976,https://api.github.com/repos/mrdoob/texgen.js,texgen.js,Procedural Texture Generator,
15563546,https://api.github.com/repos/azcpavel/OpenVBX-Plugin-Combined-Call-Transfer-beta,OpenVBX-Plugin-Combined-Call-Transfer-beta,
15573016,https://api.github.com/repos/ekino/docker-neo4j-cluster,docker-neo4j-cluster,Create a Neo4j cluster with docker containers,
15592045,https://api.github.com/repos/feross/standard,standard,
15612970,https://api.github.com/repos/gseffy/score-language,score-language,score DSL and CLI = Slang (score-language),
15623292,https://api.github.com/repos/gapt/gapt,gapt,Clone of gapt (Generic Architecture for Proofs),
15627284,https://api.github.com/repos/etsy/Hound,Hound,Lightning fast code searching made easy,
15646653,https://api.github.com/repos/numberoverzero/bloop,bloop,ORM for DynamoDB,
15669545,https://api.github.com/repos/aplura/tango,tango,An upcoming Splunk-managed Honeypot solution,
15676204,https://api.github.com/repos/facebook/fixed-data-table,fixed-data-table,A React table component designed to allow presenting thousands of rows of data.,
15708243,https://api.github.com/repos/siyuwei/SearchEngine,SearchEngine,
15708458,https://api.github.com/repos/laddmauigoa/parseQueue,parseQueue,
15710174,https://api.github.com/repos/pusher/atom-pair,atom-pair,An Atom package that allows for epic pair programming,
15718946,https://api.github.com/repos/performancecopilot/parfait,parfait,A Java performance monitoring library, exposing and collecting metrics through a variety of outputs,
15729314,https://api.github.com/repos/GuosongChen/opencv,opencv,Open Source Computer Vision Library,
15743643,https://api.github.com/repos/davecaos/tacks,tacks,Reatime multiplayer sailing game, in your browser,
15753913,https://api.github.com/repos/rkdec89/mysql-server,mysql-server,The world's most popular open source database. Please note that the repository structure may still be subject to change.,
15759579,https://api.github.com/repos/banhtieu/Tiny-MVC,Tiny-MVC,
15778405,https://api.github.com/repos/mikepenz/MaterialDrawer,MaterialDrawer,A simple take on creating a easy to use and fast material drawer implementation,
15793721,https://api.github.com/repos/kcodes/stackerAJAX,stackerAJAX,Learn jQuery AJAX Patterns,
15794603,https://api.github.com/repos/zweifisch/ob-http,ob-http,make http request within org-mode babel,
15867274,https://api.github.com/repos/Jack000/expose,expose,Dead simple static site generator for photo/editorial mix content,
15915198,https://api.github.com/repos/HangmanFu/MyPublicView,MyPublicView,public common view,
15956179,https://api.github.com/repos/fefun/Hover,Hover,A collection of CSS3 powered hover effects to be applied to links, buttons, logos, SVG, featured images and so on. Easily apply to your own elements, modify or just use for inspiration. Available in CSS, Sass, and LESS.,
15962985,https://api.github.com/repos/ericelliott/essential-javascript-links,essential-javascript-links,
15998060,https://api.github.com/repos/Mohits-Org/W15-lab04,W15-lab04,Base repository for W15-lab04.  Will be OPEN SOURCE code.,
16020916,https://api.github.com/repos/freeall/create-repository,create-repository,WIP,
16030648,https://api.github.com/repos/ReduxFramework/elusive-iconfont,elusive-iconfont,Open-Source Iconfont.,
16077481,https://api.github.com/repos/lestex/instavpn,instavpn,the most user-friendly L2TP/IPsec VPN server,
16116800,https://api.github.com/repos/wallneradam/sleepy.mongoose,sleepy.mongoose,A REST interface for MongoDB,
16154948,https://api.github.com/repos/omergul123/Discovery,Discovery,A simple library to discover and retrieve data from nearby devices.,
16174927,https://api.github.com/repos/Flipboard/react-canvas,react-canvas,High performance <canvas> rendering for React components,
16195282,https://api.github.com/repos/joelcoxokc/ui-aurelia,ui-aurelia,
16219560,https://api.github.com/repos/talw/crisp-compiler,crisp-compiler,A compiler for Crisp (Lisp/Scheme-inspired language) in Haskell, with an LLVM backend,
16224803,https://api.github.com/repos/yazdani/sherpa_mission,sherpa_mission,This package includes the catkin packages depended on the EU project sherpa related tasks,
16230400,https://api.github.com/repos/estree/estree,estree,The ESTree Spec,
16290623,https://api.github.com/repos/airosa/sdmx-json-new,sdmx-json-new,
16307010,https://api.github.com/repos/mojaray2k/naked-wordpress,naked-wordpress,Wordpress for designers who don't know Wordpress,
16310355,https://api.github.com/repos/udacity/Sunshine-Version-2,Sunshine-Version-2,The official repository for Developing Android Apps,
16363717,https://api.github.com/repos/obec/ghost-dnd,ghost-dnd,
16409333,https://api.github.com/repos/WesleydeSouza/calendar-base,calendar-base,Base methods for generating calendars using JavaScript.,
16415741,https://api.github.com/repos/Leon0824/vccw,vccw,Vagrant + Chef + WordPress,
16423884,https://api.github.com/repos/github/gsoc,gsoc,GitHub participates in the Google Summer of Code,
16428381,https://api.github.com/repos/cyphunk/humanism.sh,humanism.sh,
16534152,https://api.github.com/repos/tableflip/guvnor,guvnor,A node process manager that isn't spanners all the way down,
16550843,https://api.github.com/repos/Kendallmdalton/K12Coding-RubyonRails,K12Coding-RubyonRails,Engineered web application tool for K-12 students, allowing the ability to write and edit HTML/CSS for live school microsite. Tasks included SQLite database creation and client side layout, while also building admin accessible CMS functionality,
16569855,https://api.github.com/repos/cascadian/geostack-tilestream,geostack-tilestream,
16611808,https://api.github.com/repos/perfectplasma/WP-Job-Manager,WP-Job-Manager,Manage job listings from the WordPress admin panel, and allow users to post jobs directly to your site.,
16622735,https://api.github.com/repos/brson/rustle,rustle,Install a Cargo application from source without a preexisting Rust installation,
16638704,https://api.github.com/repos/ChloeG/MuseumFinder,MuseumFinder,YRS Upload Live Museum Finder,
16640920,https://api.github.com/repos/DalekBaldwin/check-it,check-it,
16647116,https://api.github.com/repos/hyperoslo/Form,Form,JSON driven forms,
16691009,https://api.github.com/repos/pekeq/git-zip,git-zip,git‹¨Œá¨Œö ‹âÕZIP‹¤‹ÄÛ‹â_‹Ä_‹Ä_‹Ä_‹Ää‹Ñ‹Ù‹ã,
16717734,https://api.github.com/repos/kielhong/kiel-web,kiel-web,gradle + spring-boot + spring-webmvc + spring-data-jpa + spring-security + spock test,
16723951,https://api.github.com/repos/jbnicolai/generator-flux-webapp,generator-flux-webapp,Flux web app Yeoman generator. Based on ReactJS.,
16730686,https://api.github.com/repos/yosaucebox/tumblrtheme,tumblrtheme,A modified tumblr theme,
16733587,https://api.github.com/repos/cliren/webpack-karma-gulp-es6,webpack-karma-gulp-es6,webpack es6,
16741757,https://api.github.com/repos/rancherio/os,os,The easiest way to run Docker in production,
16754990,https://api.github.com/repos/JonCubed/GitReleaseNotes,GitReleaseNotes,Easily generate release notes,
16770502,https://api.github.com/repos/int-index/kalium,kalium,Translate Pascal into Haskell,
16782015,https://api.github.com/repos/roots/sage,sage,WordPress starter theme based on HTML5 Boilerplate, gulp, Bower, and Bootstrap,
16792291,https://api.github.com/repos/PrismLibrary/Prism,Prism,
16798228,https://api.github.com/repos/albrow/vdom,vdom,A virtual dom implementation written in go which is compatible with gopherjs,
16834666,https://api.github.com/repos/rvazarkar/KrbCredExport,KrbCredExport,Exports Kerberos KrbCred Tickets for use in Mimikatz/Beacon from a Kerberos CCache File,
16837900,https://api.github.com/repos/RickWong/react-isomorphic-starterkit,react-isomorphic-starterkit,Isomorphic starterkit with server-side React rendering.,
16846494,https://api.github.com/repos/royriojas/esformatter-jsx,esformatter-jsx,esformatter plugin: format jsx files (or js files with Facebook React JSX Syntax),
16904075,https://api.github.com/repos/vastcharade/sublime-cpp11,sublime-cpp11,Replacement self-contained C++11 syntax definition for Sublime Text,
16949824,https://api.github.com/repos/shakesoda/lurker,lurker,Auto-swaps changed Lua files in a running LÌÐVE project,
16988042,https://api.github.com/repos/eiriklv/fluxity-starter-auth,fluxity-starter-auth,Starter-kit with React, (custom) Flux, React Router and Passport. So isomorphic that you can even turn off browser JavaScript.,
16988139,https://api.github.com/repos/singro/v2ex,v2ex,An iOS client for v2ex.com,
17009322,https://api.github.com/repos/andrewtischenko/wordpress-landing-page-lesson,wordpress-landing-page-lesson,_Á___á_«_¡___ü_µ Landing Page ___¡ WordPress,
17020688,https://api.github.com/repos/owensd/apous,apous,
17021738,https://api.github.com/repos/denley/courier,courier,A delivery service for Android Wear. Courier uses the DataApi and MessageApi to deliver objects between devices simply and cleanly.,
17036156,https://api.github.com/repos/naterocom/bootstrap-slider,bootstrap-slider,A complete rewrite of the original bootstrap-slider by Stefan Petre.,
17038695,https://api.github.com/repos/johnlui/AutoLayout,AutoLayout,‹Û_Auto Layout Š_ÀÓ¬ŒÀÄŒ_Ñ‹ÛÜ_ÈŒöÑ¾ÐàÇÊŠÈ£ÊŠÈÒŒ¼Ò ,
17059127,https://api.github.com/repos/fidelsurtida-onehalf/ohsnap,ohsnap,
17070556,https://api.github.com/repos/w446108264/XhsWelcomeAnim,XhsWelcomeAnim,Œ¡¼¢Š__¾Â¢À_Œ_¥Œø_ÂÂŠ¼Îäö,
17081302,https://api.github.com/repos/PeerJ/paper-now,paper-now,Create, edit and display a journal article, entirely in GitHub,
17134485,https://api.github.com/repos/Jmarques/6max-Skype-Button,6max-Skype-Button,
17139019,https://api.github.com/repos/yooneeed/DataScienceSpecialization.github.io,DataScienceSpecialization.github.io,http://DataScienceSpecialization.github.io,
17143234,https://api.github.com/repos/icemarkliang/Code,Code,
17169141,https://api.github.com/repos/RescueTech/MPMark,MPMark,MultiPurpose Market,
17193964,https://api.github.com/repos/android-rooting-tools/libmsm_vfe_read_exploit,libmsm_vfe_read_exploit,CVE-2014-4321 exploit,
17251459,https://api.github.com/repos/shamanth26/datasharing,datasharing,The Leek group guide to data sharing ,
17273246,https://api.github.com/repos/logotype/hashdog,hashdog,Break MD5 hashes using wordlists, password lists and string permutations,
17296591,https://api.github.com/repos/elastic/kibana,kibana,Kibana,
17322266,https://api.github.com/repos/jo541/Gestionnaire-de-ticket,Gestionnaire-de-ticket,
17328893,https://api.github.com/repos/MengTo/DesignerNewsApp,DesignerNewsApp,
17332041,https://api.github.com/repos/plietar/spotify-connect,spotify-connect,
17373284,https://api.github.com/repos/bruce-at-ompty/mockup-designer,mockup-designer,The mockup tool that uses your local storage as backend.,
17392942,https://api.github.com/repos/PimsJay01/css-cursor,css-cursor,Cross-Browser CSS Cursor Library,
17466008,https://api.github.com/repos/r00k/AMA,AMA,Ask Me Anything,
17466721,https://api.github.com/repos/sbabicki/bioin401,bioin401,
17472048,https://api.github.com/repos/suvash/hulaaki,hulaaki,An MQTT 3.1.1 client library written in Elixir,
17479978,https://api.github.com/repos/william-silversmith/norm,norm,A SQL builder that doesn't force its opinions on you. Just pastes SQL together in a constructive manner.,
17529102,https://api.github.com/repos/MaverickGames/Atlas-Packer,Atlas-Packer,
17532093,https://api.github.com/repos/GoBelieveIO/im_android,im_android,android sdk,
17539972,https://api.github.com/repos/OpenZWave/open-zwave-control-panel,open-zwave-control-panel,The OpenZWave Control Panel (ozwcp for short) is an application built on the OpenZWave library that permits users to query, manage and monitor Z-Wave nodes and networks. It provides a web based user interface using AJAX principles.,
17593904,https://api.github.com/repos/Alexey-T/ATSynEdit,ATSynEdit,Edit control for Lazarus,
17629210,https://api.github.com/repos/RobertHerter/u-boot-netx,u-boot-netx,u-boot for Hilscher NETX500,
17646483,https://api.github.com/repos/rune-b/BBBL,BBBL,
17648544,https://api.github.com/repos/Xenoveritas/js-timer,js-timer,JavaScript library for creating countdown timers (or clocks or really anything of that nature),
17664209,https://api.github.com/repos/ChenYilong/SMSCodeButton,SMSCodeButton,ŒøÓ¬Š_ÏÙ_ŠÀÁŽ»ÎøÊ_ãŒÛÕ¨Á¾Ñ¦ Button,
17708574,https://api.github.com/repos/alexjlockwood/material-check-mark-animation,material-check-mark-animation,
17746668,https://api.github.com/repos/HipsterBrown/hoodie-template-app-chat,hoodie-template-app-chat,A boilerplate module you can use to start with chat in the frontend and build your own application on it.,
17753126,https://api.github.com/repos/orhanobut/logger,logger,Simple, pretty and powerful log for android,
17784660,https://api.github.com/repos/ashisroy/datasciencecoursera,datasciencecoursera,This is to store all files and data sets for Data Science Toolbox,
17785086,https://api.github.com/repos/jpadilla/juicebox,juicebox,Virtual machine templates useful for workshops and hackathons.,
17830752,https://api.github.com/repos/tel3342311/tel3342311.github.io,tel3342311.github.io,
17840201,https://api.github.com/repos/sarvex/ReactiveMongo,ReactiveMongo,Non-blocking, Reactive MongoDB Driver for Scala,
17865733,https://api.github.com/repos/java-decompiler/jd-gui,jd-gui,JD-GUI, a standalone graphical utility that displays Java source codes of ‰ÛÏ.class‰Û files,
17867788,https://api.github.com/repos/HenrikJoreteg/hjs-webpack,hjs-webpack,Helpers/presets for setting up webpack with hotloading react and ES6(2015) using Babel.,
17879187,https://api.github.com/repos/jmacd/xdelta-devel,xdelta-devel,TEMPORARY Branch of https://github.com/jmacd/xdelta,
17921081,https://api.github.com/repos/GKerison/weibo_android_sdk,weibo_android_sdk,¾Ð¡¾µ»Œ_¨Œ_ Android SDK,
17922358,https://api.github.com/repos/sporifolous/vagrantpress,vagrantpress,A WordPress Development Environment With Vagrant/Puppet,
17924077,https://api.github.com/repos/dtan4/terraforming,terraforming,Convert existing AWS resource to tfstate,
17941398,https://api.github.com/repos/leotrieu/Code4Startup.Ninja,Code4Startup.Ninja,
17964103,https://api.github.com/repos/ybensacq/flux,flux,Application Architecture for Building User Interfaces,
17982139,https://api.github.com/repos/samuelmartingc/customValidatorAnnotation,customValidatorAnnotation,beta,
17982701,https://api.github.com/repos/OKNoah/readable-proxy,readable-proxy,Node proxy server attempting to fetch readable contents from any provided URL.,
18006157,https://api.github.com/repos/jondot/awesome-react-native,awesome-react-native,
18013712,https://api.github.com/repos/iSimar/HackerNews-React-Native,HackerNews-React-Native,HackerNews iOS APP. Made with React Native. ,
18022219,https://api.github.com/repos/esp8266/Arduino,Arduino,Arduino IDE for ESP8266,
18026805,https://api.github.com/repos/darrennight/SquareGridView,SquareGridView,gridViewà»ŽÛâŒ¼ÓŒüÄŒ±ÛMake GridView item is Square,
18028838,https://api.github.com/repos/wdongxv/DDDProxy,DDDProxy,à»Œ_¬ŠÈ£ _øŠÈ¦ŠüÛ¾__,
18029648,https://api.github.com/repos/automl/RoBO,RoBO,RoBO: a Robust Bayesian Optimization framework,
18035907,https://api.github.com/repos/stsfin/RetropieLimelightInstaller,RetropieLimelightInstaller,Moonlight installer script for retropie,
18046266,https://api.github.com/repos/Bioconductor-mirror/nem,nem,
18054793,https://api.github.com/repos/labstack/echo,echo,Fast HTTP router + micro web framework,
18059452,https://api.github.com/repos/andybalholm/cascadia,cascadia,CSS selector library in Go,
18059812,https://api.github.com/repos/codeminders/javadrone,javadrone,Java API and demo programs to control Parrot's AR.Drone.,
18097224,https://api.github.com/repos/esneider/debug,debug,Debugging like a sir in C,
18129978,https://api.github.com/repos/vaszol/Move,Move,_À„Û_ü___µ„Û _ü_á _¼„Ä„Û„_¡ ___¡ „_¡__„â_µ Java-course.ru,
18199108,https://api.github.com/repos/alexnatch/titan.TestPorts.SIPmsg,titan.TestPorts.SIPmsg,
18221297,https://api.github.com/repos/emptyhills/april1st,april1st,
18236982,https://api.github.com/repos/wasabeef/richeditor-android,richeditor-android,RichEditor for Android is a beautiful Rich Text WYSIWYG Editor for Android.,
18257960,https://api.github.com/repos/luin/ioredis,ioredis,A delightful, performance-focused Redis client for Node and io.js.,
18258297,https://api.github.com/repos/JackiW/hello-world,hello-world,Jacki's first repository,
18260477,https://api.github.com/repos/open-orchestra/open-orchestra,open-orchestra,
18272904,https://api.github.com/repos/wordset/wordset,wordset,The public tracker for wordset,
18290070,https://api.github.com/repos/jochuing/ReadWriteTest1,ReadWriteTest1,
18313948,https://api.github.com/repos/Yalantis/FoldingTabBar.iOS,FoldingTabBar.iOS,Folding Tab Bar and Tab Bar Controller,
18355741,https://api.github.com/repos/ariarezaei/rapidstor,rapidstor,Monitoring System for Rapid Storage Systems,
18395213,https://api.github.com/repos/agapkinao/AndroidNativeTemplate,AndroidNativeTemplate,
18415473,https://api.github.com/repos/AdolfVonKleist/Phonetisaurus,Phonetisaurus,Phonetisaurus G2P,
18418200,https://api.github.com/repos/epictest/infinity,infinity,A vichan fork permitting users to create their own boards,
18429672,https://api.github.com/repos/ConsensusResearch/Scorex-Lagonaki,Scorex-Lagonaki,Ultra-compact cryptocurrency engine for hacking around within just 4K lines of Scala code,
18461617,https://api.github.com/repos/DhirajGehlot/Python,Python,All python image processing basics,
18469788,https://api.github.com/repos/digicoop/kaiwa,kaiwa,Stanza.io webrtc capable xmpp client <3,
18498547,https://api.github.com/repos/jaredonline/rust-php,rust-php,
18507554,https://api.github.com/repos/lex109/seedlab,seedlab,Syracuse SEED labs in shiyanlou.com,
18513548,https://api.github.com/repos/gxy0451/cas,cas,Apereo CAS - Single Sign On for the Web,
18552022,https://api.github.com/repos/jupyter/jupyter_notebook,jupyter_notebook,Jupyter Interactive Notebook,
18623771,https://api.github.com/repos/martinstrahilovski/3dprinter,3dprinter,3D food printer in space,
18646362,https://api.github.com/repos/MKolman/listi-na-kolokvijih,listi-na-kolokvijih,Listi na kolokvijih pri razli€nih predmetih,
18655199,https://api.github.com/repos/basscss/basscss,basscss,Low-level CSS Toolkit,
18674058,https://api.github.com/repos/mafintosh/chromecasts,chromecasts,Query your local network for Chromecasts and have them play media,
18714651,https://api.github.com/repos/KalpeshMangukiya/react-native,react-native,A framework for building native apps with React.,
18719465,https://api.github.com/repos/kamelbouyacoub/films_adw,films_adw,
18781956,https://api.github.com/repos/ResearchKit/AppCore,AppCore,Core code shared by the initial ResearchKit apps.,
18790667,https://api.github.com/repos/grant/react-talk,react-talk,An introductory talk about React.,
18810686,https://api.github.com/repos/SnapKit/Masonry,Masonry,Harness the power of AutoLayout NSLayoutConstraints with a simplified, chainable and expressive syntax. Supports iOS and OSX Auto Layout,
18821370,https://api.github.com/repos/dvyukov/go-fuzz,go-fuzz,Coverage-guided fuzzer for Go,
18822502,https://api.github.com/repos/elviswf/pattern_classification,pattern_classification,A collection of tutorials and examples for solving and understanding machine learning and pattern classification tasks,
18847237,https://api.github.com/repos/mikeflynn/egg.js,egg.js,A simple javascript library to add easter eggs to web pages.,
18869596,https://api.github.com/repos/forkingdog/UITableView-FDTemplateLayoutCell,UITableView-FDTemplateLayoutCell,Template auto layout cell for automatic UITableView height calculating,
18903735,https://api.github.com/repos/lonetwin/supycache,supycache,Simple yet capable caching using decorators for python code,
18904813,https://api.github.com/repos/atom/electron,electron,Build cross platform desktop apps with web technologies,
18937463,https://api.github.com/repos/andforce/iBeebo,iBeebo,
18993586,https://api.github.com/repos/juankysoriano/Zen,Zen,Zen! An open source meditation sketch for Android,
19010386,https://api.github.com/repos/Bilibili/ijkplayer,ijkplayer,Android/iOS video player based on FFmpeg n2.8, with MediaCodec, VideoToolbox support.,
19018850,https://api.github.com/repos/mysqlplus/TServer--TClient,TServer--TClient,
19047987,https://api.github.com/repos/dbachelder/CreditCardEntry,CreditCardEntry,Smooth UI for Credit Card Entry on Android device, regex check for supported credit card types and luhn check. Inspired by Square credit card entry interface,
19085523,https://api.github.com/repos/phith0n/minos,minos,
19099635,https://api.github.com/repos/sksintoca/real-world-flexbox,real-world-flexbox,examples of different ways you can start using flexbox today,
19122404,https://api.github.com/repos/ThePacielloGroup/aviewer,aviewer,Inspection tool for Windows accessibility API information (MSAA, IAccessible2, UI Automation, ARIA, HTML DOM),
19147330,https://api.github.com/repos/brandontheis/SMQTK,SMQTK,
19153219,https://api.github.com/repos/X4roth/picbreeder-clone-j,picbreeder-clone-j,J,
19185130,https://api.github.com/repos/jaws-framework/JAWS,JAWS,JAWS: The Serverless Application Framework ‰ÛÒ Uses bleeding-edge AWS services to redefine how to build massively scalable (and cheap)  apps!,
19314846,https://api.github.com/repos/WorkIdea/Hover,Hover,A collection of CSS3 powered hover effects to be applied to links, buttons, logos, SVG, featured images and so on. Easily apply to your own elements, modify or just use for inspiration. Available in CSS, Sass, and LESS.,
19320997,https://api.github.com/repos/moose-team/friends,friends,One True P2P Chat - by Team MOOSE,
19329970,https://api.github.com/repos/tobilg/iwyu-build,iwyu-build,Docker container to be used for building other containers, including llvm clang 3.4 and IWYU,
19379132,https://api.github.com/repos/giveme13s/android_kernel_oneplus_msm8974,android_kernel_oneplus_msm8974,
19517346,https://api.github.com/repos/sanyaa/coffee,coffee,
19525779,https://api.github.com/repos/tomekwi/isomorphic-ensure,isomorphic-ensure,:last_quarter_moon: Use webpack loaders seamlessly ‰ÛÒ in node as well as in the browser.,
19537063,https://api.github.com/repos/bruceglory/gitskills,gitskills,
